X,Y,id,
956808.81640839018,1954257.5364874734,1
956803.92011339148,1954256.7617687706,1
956803.92011339148,1954256.7617687706,2
956803.53484804044,1954256.6848426431,2
956803.53484804044,1954256.6848426431,3
956795.75451257825,1954255.1357223713,3
956585.15203142248,1954486.6978434783,4
956587.53535298829,1954487.8667564404,4
956587.53535298829,1954487.8667564404,5
956591.66657272866,1954489.8920718476,5
956591.66657272866,1954489.8920718476,6
956597.06093624956,1954489.7724770915,6
956597.06093624956,1954489.7724770915,7
956598.1533992769,1954489.747686309,7
956598.1533992769,1954489.747686309,8
956601.04224597733,1954489.7323548647,8
956601.04224597733,1954489.7323548647,9
956602.04788547603,1954490.2998052491,9
956602.04788547603,1954490.2998052491,10
956603.84059896332,1954491.312911595,10
956603.84059896332,1954491.312911595,11
956606.27900768246,1954492.6904546316,11
956606.27900768246,1954492.6904546316,12
956606.61689706054,1954492.8815898136,12
956606.61689706054,1954492.8815898136,13
956608.35852479073,1954493.8749746913,13
956608.35852479073,1954493.8749746913,14
956611.7034162198,1954495.7835080558,14
956611.7034162198,1954495.7835080558,15
956614.9620767124,1954497.6425175925,15
956614.9620767124,1954497.6425175925,16
956619.14620171825,1954500.0304174435,16
956619.14620171825,1954500.0304174435,17
956620.95500958699,1954501.0624312891,17
956620.95500958699,1954501.0624312891,18
956621.09541525145,1954501.1486538649,18
956621.09541525145,1954501.1486538649,19
956622.49743555184,1954502.0038929863,19
956622.49743555184,1954502.0038929863,20
956623.59759455058,1954502.6758027633,20
956623.59759455058,1954502.6758027633,21
956630.67489740264,1954506.9946257367,21
956630.67489740264,1954506.9946257367,22
956632.13007160893,1954507.8825705042,22
956632.13007160893,1954507.8825705042,23
956635.04543924099,1954509.6624319144,23
956635.04543924099,1954509.6624319144,24
956637.27383092023,1954511.0220964986,24
956637.27383092023,1954511.0220964986,25
956638.94463018421,1954512.0428471833,25
956638.94463018421,1954512.0428471833,26
956640.10295169696,1954512.7494352765,26
956640.10295169696,1954512.7494352765,27
956640.35968241747,1954512.9050145173,27
956640.35968241747,1954512.9050145173,28
956640.66255392379,1954513.090337758,28
956640.66255392379,1954513.090337758,29
956640.68870710873,1954513.1053266069,29
956620.95500958699,1954501.0624312891,30
956628.17520405469,1954488.4187911807,30
956628.17520405469,1954488.4187911807,31
956629.10835071513,1954486.8164317363,31
956629.10835071513,1954486.8164317363,32
956632.64776054479,1954480.736897127,32
956632.64776054479,1954480.736897127,33
956632.97763032094,1954480.170356093,33
956632.97763032094,1954480.170356093,34
956633.43528682156,1954479.3842181389,34
956704.86968261295,1954390.6499081689,35
956703.23628484283,1954390.8375101993,35
956703.23628484283,1954390.8375101993,36
956701.23124775768,1954391.0670696835,36
956701.23124775768,1954391.0670696835,37
956694.39079514751,1954390.5035946697,37
956694.39079514751,1954390.5035946697,38
956693.2844674146,1954390.3645197665,38
956693.2844674146,1954390.3645197665,39
956683.36751241121,1954389.1146326277,39
956683.36751241121,1954389.1146326277,40
956679.1662605512,1954388.585133523,40
956679.1662605512,1954388.585133523,41
956679.03585781425,1954386.6165565639,41
956679.03585781425,1954386.6165565639,42
956679.64739164687,1954382.9926551396,42
956679.64739164687,1954382.9926551396,43
956679.66578991408,1954382.8805990575,43
956679.66578991408,1954382.8805990575,44
956680.20850588172,1954379.6629121997,44
956680.20850588172,1954379.6629121997,45
956680.34990514966,1954378.0527592027,45
956680.34990514966,1954378.0527592027,46
956681.3166533371,1954377.5078290489,46
956681.3166533371,1954377.5078290489,47
956681.98442935594,1954373.5567504982,47
956681.98442935594,1954373.5567504982,48
956683.41011682898,1954365.121312846,48
956683.41011682898,1954365.121312846,49
956683.44645495492,1954363.6806547046,49
956683.44645495492,1954363.6806547046,50
956683.45469505363,1954363.3497337992,50
956683.45469505363,1954363.3497337992,51
956683.03184047807,1954362.2173990372,51
956683.03184047807,1954362.2173990372,52
956682.72054406651,1954361.3863601813,52
956682.72054406651,1954361.3863601813,53
956683.57713569805,1954355.9068465948,53
956683.57713569805,1954355.9068465948,54
956683.68152772659,1954355.2345419461,54
956683.68152772659,1954355.2345419461,55
956683.88940766803,1954353.9079307669,55
956683.88940766803,1954353.9079307669,56
956684.49366555386,1954350.0431574227,56
956684.49366555386,1954350.0431574227,57
956685.39569477702,1954344.2725107018,57
956685.39569477702,1954344.2725107018,58
956685.43340074422,1954344.0314000275,58
956685.43340074422,1954344.0314000275,59
956685.72729038121,1954342.1475390852,59
956685.72729038121,1954342.1475390852,60
956687.07698661904,1954340.3010590784,60
