세븐일레븐 성북한성대역점,956280.8,1954543.8
CU한성대역점,956339.4,1954481.4
위드미 혜화문점,956249.8,1954415.2
GS25 동소문중앙점,956440.8,1954523.4
세븐일레븐 한성대역점,956422.2,1954402.3
CU성신로데오점,956598.1,1954535.3
GS25 동소문본점,956548,1954581
세븐일레븐 성북삼선교점,956742.9,1954481.9
세븐일레븐 한성대사랑점,956660,1954315.2
GS25한성대점,956700,1954241.3
CU성북한성대점,956773.9,1953900.7
